"incident_id","category","subcategory","product","vendor","confidence_score","self_resolved","rationale","keywords_identified","root_cause_indicator","root_cause"
"INC47979492","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Description indicates the user resolved the issue and does not need help desk support.","['self-resolved', 'No Help Desk support needed']","User_Error","User resolved the issue through their own actions; initial problem likely due to user error or steps."
"INC47979496","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states self-resolved; no assistance required.","['self-resolved', 'No Help Desk support needed']","User_Error","User addressed the issue without support, suggesting initial user/action-related cause."
"INC47979556","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked as self-resolved with no help desk support needed.","['self-resolved', 'No Help Desk support needed']","User_Error","Issue resolved by the user; likely caused by user action or simple correction."
"INC47979468","UserAccessAuthentication","IdentityAccess","Other","","0.78","False","""Unable to login"" indicates an identity/authentication problem; lack of specifics prevents choosing password reset or lockout.","['UNET', 'Unable to login']","Security","Authentication failure to UNET (possible account lockout, credential issue, or MFA/SSO problem)."
"INC47979534","ProcessInformational","OperationalEvents","Documentation Request","","0.95","False","Explicitly stated as an informational documentation-only ticket.","['Informational', 'Documentation Only Ticket']","Unknown","Documentation-only submission; no outage or defect indicated."
"INC47979588","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","No help desk support needed; ticket indicates user self-resolved.","['self-resolved', 'No Help Desk support needed']","User_Error","User resolved the problem on their own; likely initial user/action related."
"INC47979589","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states self-resolved; help desk not required.","['self-resolved', 'No Help Desk support needed']","User_Error","Issue corrected by user; likely due to user action or simple configuration step."
"INC47979603","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket explicitly states no Help Desk support needed and self-resolved, which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","[]","Unknown","Issue resolved by user; specific cause not provided."
"INC47979621","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked self-resolved with no help desk needed; aligns with User Self-Resolved under OperationalEvents.","[]","Unknown","Issue resolved by user; specific cause not provided."
"INC47979564","WebApplications","Data_API","Token/Auth Failures","","0.75","False","""Unable to Log In"" to a named application suggests a web app authentication/token failure.","[]","Security","Authentication failure (login) to Optum Secure Visits+ likely due to SSO/token issue."
"INC47979595","ProcessInformational","OperationalEvents","Informational Ticket","","0.9","False","Ticket is labeled informational regarding common issues for new/replacement computers, mapping to Informational Ticket.","[]","Change_Related","New/replacement computer rollout generating common issues; ticket is informational."
"INC47979699","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Self-resolved with no help desk needed; fits User Self-Resolved.","[]","Unknown","Issue resolved by user; specific cause not provided."
"INC47979760","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly self-resolved; categorize as User Self-Resolved under OperationalEvents.","[]","Unknown","Issue resolved by user; specific cause not provided."
"INC47979771","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Self-resolved per description; aligns with User Self-Resolved.","[]","Unknown","Issue resolved by user; specific cause not provided."
"INC47979817","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket indicates user self-resolved and no support needed; classify as User Self-Resolved.","[]","Unknown","Issue resolved by user; specific cause not provided."
"INC47979818","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Clearly self-resolved; maps to User Self-Resolved.","[]","Unknown","Issue resolved by user; specific cause not provided."
"INC47979856","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Self-resolved and no help desk support needed; appropriate classification is User Self-Resolved.","[]","Unknown","Issue resolved by user; specific cause not provided."
"INC47979871","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket explicitly states no Help Desk support needed and self-resolved; matches OperationalEvents > User Self-Resolved.","[]","Unknown","User resolved the issue independently; exact cause not provided."
"INC47979875","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked as self-resolved; fits ProcessInformational > OperationalEvents > User Self-Resolved.","[]","Unknown","Issue was resolved by the user; no specific cause mentioned."
"INC47979915","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Description indicates self-resolution; use User Self-Resolved under OperationalEvents.","[]","Unknown","User addressed the problem themselves; cause not documented."
"INC47979924","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly self-resolved; aligns with OperationalEvents > User Self-Resolved.","[]","Unknown","Self-resolved by user; no details on underlying cause."
"INC47979662","UserAccessAuthentication","IdentityAccess","Windows Hello","","0.95","False","Fingerprint, face, and PIN issues are specific to Windows Hello authentication.","[]","Configuration","Windows Hello PIN/biometric credentials likely corrupted or out-of-sync; re-enrollment or policy fix needed."
"INC47979674","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.75","False","Generic Windows login failure commonly due to account lockout; fits Identity/Access.","[]","Security","Account likely locked after multiple failed login attempts."
"INC47979969","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Self-resolved per description; classify under OperationalEvents > User Self-Resolved.","[]","Unknown","Resolved by user; no cause provided."
"INC47979978","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked self-resolved; matches User Self-Resolved informational event.","[]","Unknown","User fixed the issue; underlying cause unspecified."
"INC47979981","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly self-resolved; fits OperationalEvents > User Self-Resolved.","[]","Unknown","Issue addressed by user; cause not detailed."
"INC47980007","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","No help desk support needed and self-resolved; aligns with informational classification.","[]","Unknown","User resolved the problem; exact cause unknown."
"INC47980017","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket explicitly states no Help Desk support needed and self-resolved, which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support', 'informational']","Unknown","User resolved issue on their own; no further action required."
"INC47980043","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Description indicates the user self-resolved and does not need Help Desk support, matching User Self-Resolved under OperationalEvents.","['self-resolved', 'No Help Desk support']","Unknown","Issue resolved by user; cause not specified."
"INC47979976","CloudInfrastructure","Virtualization_Remote","Citrix Issues","Citrix","0.8","False","Issue references Citrix (myapps-ecc.uhc.com) and inability to login, which fits CloudInfrastructure > Virtualization_Remote > Citrix Issues.","['Citrix', 'myapps-ecc.uhc.com', 'Unable to login']","Security","Authentication failure on Citrix portal (account/access issue)."
"INC47979732","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.95","False","""Unlock MS Domain Password"" implies the Windows/AD domain account is locked and needs unlocking, mapping to IdentityAccess > Account Lockout.","['Unlock', 'MS Domain', 'Password', 'Account lockout']","User_Error","User likely entered incorrect password multiple times causing domain account lockout."
"INC47980052","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Marked as self-resolved and no Help Desk support needed; fits OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support']","Unknown","User reported resolution; no cause provided."
"INC47979583","TelephonyContactCenter","UnifiedCommunications","SIP/Phones","Cisco Webex","0.8","False","Webex Calling is a unified communications/telephony service; ""account not authorized"" aligns with UC access/provisioning under SIP/Phones.","['Webex Calling', 'account not authorized', 'contact administrator']","Configuration","User account not provisioned/licensed for Webex Calling; authorization missing in UC platform."
"INC47979840","HealthcareSystems","Payer_Member_Provider","Other","","0.6","False","Facets is a payer core administration system; ""FLW ... Stuck"" indicates an application issue within payer systems, best mapped to Payer_Member_Provider > Other given limited details.","['Facets', 'C&S', 'CSP', 'Stuck']","Software_Bug","Facets workflow/process appears stuck/hanging in the C&S/CSP environment."
