"incident_id","category","subcategory","product","vendor","confidence_score","self_resolved","rationale","keywords_identified","root_cause_indicator","root_cause"
"INC47979270","EndUserSupport","SupportRequests","How-To/Config Questions","Print2Fax","0.85","False","User asks how to change Print2Fax cover sheet details; a how-to/configuration question.","['Print2Fax', 'remove name', 'cover sheet', 'how to']","User_Error","User needs guidance to adjust application settings for cover sheet personalization."
"INC47979400","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly states self-resolved; maps to User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without support; no specific technical cause provided."
"INC47979444","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly states self-resolved; maps to User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without support; no specific technical cause provided."
"INC47979460","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly states self-resolved; maps to User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without support; no specific technical cause provided."
"INC47979462","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly states self-resolved; maps to User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without support; no specific technical cause provided."
"INC47979483","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly states 'No Help Desk support needed: self-resolved', which maps to OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue was self-resolved by the user; no causation details provided."
"INC47979249","EndpointManagement","Security_Baselines","Disk Encryption","","0.92","False","BitLocker is a disk encryption control; a recovery key prompt after startup is a Disk Encryption issue under Security Baselines.","['BitLocker', 'Recovery Key', 'Startup Prompt']","Configuration","TPM/boot configuration or Secure Boot state change likely triggered BitLocker to require recovery key."
"INC47979428","CloudInfrastructure","Virtualization_Remote","Citrix Issues","","0.9","False","citrixremote.optum.com and 'Unable to Login' directly indicate a Citrix remote access issue.","['Citrix', 'Unable to Login', 'citrixremote.optum.com']","Unknown","Citrix login failure; specific cause (e.g., credentials, MFA, client) not provided."
"INC47979502","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly marked 'self-resolved', which maps to OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue self-resolved; no causation details provided."
"INC47979507","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket indicates no support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue self-resolved; cause not specified."
"INC47979508","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket indicates no help desk support needed and self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue self-resolved; cause not specified."
"INC47979514","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly stated as self-resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue self-resolved; cause not specified."
"INC47979521","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly stated as self-resolved; no support needed.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue self-resolved; cause not specified."
"INC47977967","DataStorage","DataIntegrity","Other","","0.78","False","'Report discrepancy' in a reporting/monitoring tool (Lighthouse DAM) suggests data integrity/consistency issues.","['Report Discrepancy', 'Lighthouse', 'Desktop Activity Monitor']","Data_Issue","Data inconsistency or out-of-sync records causing discrepancies in Lighthouse DAM reports."
"INC47977999","EndUserSupport","SupportRequests","How-To/Config Questions","","0.86","False","'Setup Microsoft Outlook' indicates a request for assistance/configuration rather than an Outlook service fault.","['Microsoft Outlook', 'Setup', 'Configuration']","User_Error","User requires assistance configuring Outlook (how-to/configuration request)."
"INC47978059","UserAccessAuthentication","DirectoryServices","User Provisioning","","0.75","False","Updating a user's UPN is a directory attribute change to enable/align Microsoft Office access, which fits Directory Services > User Provisioning.","['UPN', 'Microsoft Office Access', 'Update', 'UserPrincipalName']","Configuration","UPN attribute requires update to correct/standard value to grant Microsoft Office access."
"INC47978021","PerformanceOptimization","SystemPerformance","Freezing/Locking","","0.9","False","""Slow or No System Response"" in Windows maps to a system performance freeze/lock condition under SystemPerformance.","['Windows', 'Slow', 'No System Response', 'System Performance']","Capacity","High CPU/memory utilization or background processes causing the system to become slow/unresponsive."
"INC47978099","UserAccessAuthentication","IdentityAccess","Password Reset","","0.7","False","Unable to log in after the computer auto-locks suggests password-related access issues, fitting IdentityAccess > Password Reset.","['Unable to login', 'Locked due to inactivity', 'Windows']","User_Error","User forgot or mistyped password after system auto-lock."
"INC47978121","Software","ApplicationErrors","Error","","0.85","False","Visual Studio Code reporting ""ERROR: socket hang up"" is an application error, aligning with Software > ApplicationErrors > Error.","['Visual Studio Code', 'ERROR', 'socket hang up']","Infrastructure","Network connection reset/drop leading to a socket hang up during VS Code operations or extension API calls."
"INC47978187","EmailCollaboration","Email","Outlook/Exchange","","0.9","False","Outlook desktop application failing to open aligns with EmailCollaboration > Email > Outlook/Exchange.","['Microsoft Outlook', 'Unable to Open', 'Desktop Application']","Software_Bug","Outlook profile corruption or problematic add-in preventing application launch."
"INC47978242","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.95","False","""Unlock MS Domain Password"" implies a domain account locked and needing unlock, which maps to IdentityAccess > Account Lockout.","['Unlock', 'MS Domain', 'Password', 'Account']","Security","Account locked due to multiple failed login attempts or enforced security policy."
"INC47978279","ProcessInformational","OperationalEvents","Informational Ticket","","0.8","False","""Testing EVA live chat"" indicates a non-incident, informational/test activity, which fits OperationalEvents > Informational Ticket.","['Testing', 'EVA', 'Live Chat']","Unknown","User initiated test; no failure indicated."
"INC47978346","DataStorage","DataIntegrity","ETL Transform Problems","","0.75","False","A report discrepancy in the Lighthouse DAM suggests data transformation/aggregation mismatch, mapping to DataIntegrity > ETL Transform Problems.","['Lighthouse', 'Desktop Activity Monitor', 'DAM', 'Report Discrepancy']","Data_Issue","Incorrect ETL mapping or aggregation causing inconsistent report output in DAM."
"INC47978349","EndpointManagement","Patching_SoftwareDistribution","App Deployments","","0.9","False","App not installed is an endpoint software distribution issue, fitting Patching_SoftwareDistribution > App Deployments.","['Lighthouse DAM', 'App Not Installed', 'Deployment', 'Installation']","Configuration","Device not targeted or installation policy failed in endpoint management (e.g., Intune/SCCM)."
"INC47978390","UserAccessAuthentication","DirectoryServices","User Provisioning","","0.75","False","Same as INC47978059: updating UPN is a directory attribute/user provisioning task for Microsoft Office access.","['UPN', 'Microsoft Office Access', 'Update', 'UserPrincipalName']","Configuration","UPN attribute requires update to correct/standard value to grant Microsoft Office access."
"INC47978070","EndUserSupport","SupportRequests","Feature Requests","","0.75","False","Request to enable a specific role/feature (Facilitator) within Microsoft Teams indicates a user service/feature enablement need rather than a technical failure.","['Enable Facilitator', 'Microsoft Teams', 'enable feature', 'permissions']","Configuration","Teams role/permission (Facilitator) not currently enabled; requires configuration update/permission change."
"INC47978387","EndUserSupport","SupportRequests","Application Usage Questions","","0.6","False","User is unable to find/locate an issue related to Fieldglass, suggesting guidance on application usage rather than a specific technical fault.","['Fieldglass', 'Unable to find', 'issue', 'guidance']","User_Error","User needs assistance locating the relevant issue/ticket in Fieldglass; likely navigation/search usage question."
"INC47978450","UserAccessAuthentication","IdentityAccess","Windows Hello","","0.92","False","Windows Hello enrollment problem tied to enforcement deadline is an identity/authentication issue specific to Windows Hello.","['Windows Hello', 'Registration', 'System Enforcement Deadline']","Security","Policy enforcement deadline passed before the user completed Windows Hello registration."
"INC47978526","ProcessInformational","OperationalEvents","Informational Ticket","","0.9","False","Ticket explicitly marked informational due to a misrouted chat; not a technical incident to remediate.","['Informational', 'misrouted chat', 'OGA user']","Configuration","Chat routing/queue configuration led to misrouting from OGA user."
"INC47978445","UserAccessAuthentication","IdentityAccess","Windows Hello","","0.85","False","Windows Hello PIN failure is an authentication issue under Identity & Access related to Windows Hello.","['Windows Hello', 'PIN not working', 'authentication']","Security","Windows Hello PIN not recognized/blocked; may require credential reset or re-enrollment."
"INC47978571","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","","0.95","False","Authenticator/SMS codes not received while setting up on a new phone indicates MFA setup/transition problem.","['Microsoft Authenticator', 'SMS', 'New phone/number', 'not receiving notifications']","Security","MFA token/app not re-registered after phone/number change, preventing code delivery."
"INC47978601","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.9","False","Message states 'Adjustor Locked Out, Unable to login' which directly maps to account lockout under Identity & Access.","['TOPS', 'UNET', 'Adjustor Locked Out', 'Unable to login']","Security","Account locked due to failed login attempts or security policy."
"INC47978596","EndpointManagement","Security_Baselines","Disk Encryption","","0.9","False","BitLocker recovery prompt is a disk encryption baseline issue on the endpoint.","['BitLocker', 'Recovery Key', 'Startup']","Change_Related","Recent firmware/TPM/BIOS change or OS update triggered BitLocker recovery mode."
"INC47978591","DataStorage","DatabaseIssues","Connectivity","","0.82","False","Unable to create/connect to local SQL Server with access denied suggests a database connectivity/permission problem.","['SQL Server', 'Local Database', 'Permission', 'Access Denied', 'Connect']","Configuration","Insufficient local SQL Server permissions or misconfigured security settings blocking create/connect operations."
"INC47978183","Network","VPN_RemoteAccess","Cisco Secure","","0.85","False","Request/issue regarding access to network and Cisco VPN on Windows aligns with VPN remote access, specifically Cisco Secure.","['Access to Network', 'Cisco VPN', 'Windows', 'remote access']","Security","VPN access/profile not provisioned or certificate/policy missing for the user on Windows."
"INC47978701","EndpointManagement","Security_Baselines","Disk Encryption","","0.92","False","Startup prompt for BitLocker recovery key indicates a disk encryption issue governed by endpoint security baselines.","['BitLocker', 'Recovery key', 'startup', 'disk encryption']","Configuration","TPM/boot configuration change or BitLocker policy triggered recovery prompt."
"INC47978713","EndpointManagement","Security_Baselines","Device Control","","0.88","False","Ivanti Application Control restricting MSBUILD.EXE is an application whitelisting/device control policy issue.","['Ivanti', 'Application Control', 'MSBUILD.EXE', 'access blocked']","Configuration","Application control policy lacks allow rule for MSBUILD.EXE."
"INC47978659","UserAccessAuthentication","IdentityAccess","Other","","0.65","False","Unable to logon to Mac is an identity/access issue; specific cause (lockout vs password) not provided.","['Mac', 'Authentication', 'Unable to logon']","User_Error","Incorrect credentials or account locked due to failed attempts."
"INC47978778","TelephonyContactCenter","ContactCenter","Live Chat","","0.75","False","‘Abandoned Live Chat’ aligns with a contact center live chat event rather than a system outage.","['Abandoned', 'Live Chat', 'contact center']","Unknown","Chat session was abandoned by the user/customer before completion."
"INC47978666","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","","0.93","False","Microsoft Authenticator setup on a new device is an MFA re-enrollment/SSO issue.","['Microsoft Authenticator', 'new mobile device', 'setup', 'MFA']","Change_Related","Phone replacement requires re-registration of MFA; token not present on new device."
"INC47978803","ProcessInformational","OperationalEvents","Informational Ticket","","0.9","False","Ticket is explicitly informational regarding elevated access request.","['Informational', 'Elevated access', 'request']","Unknown","Informational access request—no incident or failure reported."
"INC47978827","EndpointManagement","Security_Baselines","Disk Encryption","","0.92","False","BitLocker recovery key prompt after startup is a disk encryption/BitLocker event.","['BitLocker', 'Recovery Key', 'startup', 'prompt']","Configuration","System detected a change triggering BitLocker recovery (e.g., TPM/boot setting change)."
"INC47978870","UserAccessAuthentication","IdentityAccess","Password Reset","","0.95","False","IRIS password reset is a clear identity access password reset request.","['IRIS', 'Password Reset']","User_Error","User forgot password or password expired for IRIS."
"INC47978893","Hardware","PeripheralMalfunction","Monitor","","0.86","False","External monitor setup/display problems point to a peripheral (monitor) malfunction or configuration issue.","['External monitor', 'setup', 'display issues', 'hardware']","Configuration","Incorrect cabling/adapter or misconfigured display settings (resolution/input source)."
"INC47978967","Network","VPN_RemoteAccess","Cisco Secure","","0.9","False","Cisco Secure Client failing to connect and timing out, with Spectrum wireless noted, fits VPN remote access using Cisco Secure.","['Cisco Secure Client', 'VPN', 'ready to connect', 'times out', 'Spectrum', 'Wireless']","Third_Party","Home ISP (Spectrum) wireless connectivity degradation causing VPN timeout."
"INC47979006","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no help desk support needed and self-resolved, which maps to an informational operational event.","[]","Unknown","User resolved issue independently; no help desk action required."
"INC47978954","Network","VPN_RemoteAccess","Cisco Secure","Cisco","0.85","False","Mentions Cisco Secure and inability to connect via AT&T hotspot/Wi-Fi, indicating a VPN remote access issue with the Cisco Secure client.","[]","Third_Party","AT&T mobile hotspot connectivity/NAT restrictions likely interfering with Cisco Secure VPN connection."
"INC47978884","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","","0.95","False","Setting up Microsoft Authenticator on a new mobile device is an MFA enrollment/SSO issue.","[]","Security","MFA re-enrollment needed after user moved to a new mobile device."
"INC47978894","UserAccessAuthentication","IdentityAccess","Windows Hello","","0.9","False","Windows Hello PIN not working maps to Windows Hello identity/authentication problems.","[]","Security","Windows Hello credential/TPM mismatch causing the PIN to be rejected."
"INC47978879","EndUserSupport","SupportRequests","Service Requests","","0.85","False","Submitting an install/uninstall request via AppStore is a general service request under end user support.","[]","Unknown","User needs application install/uninstall processed via the AppStore workflow."
"INC47978998","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.75","False","""Citrix locked out"" indicates an access/authentication lockout affecting Citrix access.","[]","Security","Too many failed login attempts or security policy triggered an account lockout for Citrix."
"INC47978991","UserAccessAuthentication","IdentityAccess","Password Reset","","0.6","False","""Unable to login on the computer"" commonly results from password issues; classified as password reset.","[]","User_Error","User forgot or entered an incorrect Windows password causing login failure."
"INC47979127","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident indicates self-resolved and no help desk support needed, mapping to informational operational event.","[]","Unknown","User resolved issue independently."
"INC47979023","EndpointManagement","Enrollment_Compliance","Policy Enforcement","","0.9","False","White screen at Windows login with ""This Computer has Been Locked"" suggests device compliance/policy enforcement from endpoint management.","[]","Configuration","Endpoint compliance policy enforcement locked the device due to non-compliance."
"INC47979099","WebApplications","Performance_Outage","Outage","","0.7","False","""OneClick: Unable to access"" implies the web application is unavailable, fitting a performance/outage classification.","[]","Infrastructure","Service outage or availability issue affecting OneClick (exact cause unspecified)."
"INC47978925","CloudInfrastructure","Virtualization_Remote","Virtual Desktop Issues","","0.9","False","VDI session is stuck; clearly maps to virtual desktop issues under remote/virtualization.","['myVDI', 'VDI', 'stuck', 'virtual desktop']","Capacity","VDI session hung likely due to resource exhaustion or session freeze."
"INC47978868","EndUserSupport","SupportRequests","Application Usage Questions","Prohance (Episource)","0.75","False","""Information and Support"" indicates a user requesting guidance on using the Prohance application.","['Prohance', 'Episource', 'information', 'support', 'guidance']","User_Error","User requested information/support on Prohance usage; needs guidance/training."
"INC47979213","Software","ConfigurationIssues","Other","","0.7","False","An application window outside the screen typically results from display/multi-monitor configuration issues.","['Windows', 'application', 'outside screen', 'display', 'monitor']","Configuration","Window positioned off-screen due to display/multi-monitor settings or resolution changes."
"INC47979252","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no help desk support needed and self-resolved.","['self-resolved', 'no help desk']","Unknown","Issue resolved by user; cause not provided."
"INC47979296","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no help desk support needed and self-resolved.","['self-resolved', 'no help desk']","Unknown","Issue resolved by user; cause not provided."
"INC47979038","PerformanceOptimization","SystemPerformance","Slow System","","0.9","False","""Slow or No System Response in Windows"" directly matches system performance issues (slow system).","['slow', 'no response', 'Windows', 'system performance']","Capacity","High CPU/memory usage or background processes causing slowdown/unresponsiveness."
"INC47979339","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no help desk support needed and self-resolved.","['self-resolved', 'no help desk']","Unknown","Issue resolved by user; cause not provided."
"INC47979357","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no help desk support needed and self-resolved.","['self-resolved', 'no help desk']","Unknown","Issue resolved by user; cause not provided."
"INC47979401","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no help desk support needed and self-resolved.","['self-resolved', 'no help desk']","Unknown","Issue resolved by user; cause not provided."
"INC47979417","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no help desk support needed and self-resolved.","['self-resolved', 'no help desk']","Unknown","Issue resolved by user; cause not provided."
"INC47979380","EndUserSupport","SupportRequests","Access Requests","","0.8","False","Request for access to GitHub Copilot fits a support access request rather than a technical outage.","['GitHub Copilot', 'access', 'entitlement', 'request']","Security","Access/entitlement for GitHub Copilot not provisioned."
"INC47979335","Hardware","PeripheralMalfunction","Monitor","","0.85","False","External monitor setup/display issues indicate a problem with a monitor peripheral.","['external monitor', 'display', 'setup', 'hardware']","Configuration","Incorrect display configuration or cabling for the external monitor."
"INC47979326","UserAccessAuthentication","IdentityAccess","Password Reset","","0.95","False","Explicit request to change/reset Microsoft domain password maps to password reset.","['password reset', 'MS domain', 'Windows', 'account']","User_Error","User forgot or password expired requiring reset."
"INC47979486","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states no help desk support needed; user self-resolved.","['self-resolved', 'no help desk']","Unknown","User resolved the issue; no details provided."
"INC47979499","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states no help desk support needed; user self-resolved.","['self-resolved', 'no help desk']","Unknown","User resolved the issue; no details provided."
"INC47979178","Hardware","PeripheralMalfunction","Monitor","","0.8","False","External monitor issue aligns with a monitor peripheral malfunction.","['hardware', 'external monitor', 'issue']","Unknown","Unspecified external monitor problem."
"INC47979520","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states no help desk support needed; user self-resolved.","['self-resolved', 'no help desk']","Unknown","User resolved the issue; no details provided."
"INC47979542","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states no help desk support needed; user self-resolved.","['self-resolved', 'no help desk']","Unknown","User resolved the issue; no details provided."
"INC47977996","EndpointManagement","Patching_SoftwareDistribution","Other","","0.7","False","Vendor machine with Optum image suggests endpoint imaging/provisioning under software distribution.","['vendor machine', 'Optum image', 'imaging', 'provisioning']","Configuration","Device requires corporate image deployment/configuration."
"INC47977981","EmailCollaboration","Collaboration","Teams","","0.85","False","Microsoft Teams not working maps to a Collaboration/Teams issue.","['Microsoft Teams', 'collaboration', 'not working']","Unknown","Unspecified Teams application failure."
"INC47978036","UserAccessAuthentication","IdentityAccess","Password Reset","","0.95","False","Request to change/reset MS Windows domain password maps to Identity & Access > Password Reset.","['Password Reset', 'MS Domain', 'Windows', 'Active Directory', 'Change/Reset']","User_Error","User unable to authenticate due to forgotten/expired Windows domain password and requested reset."
"INC47978110","ProcessInformational","OperationalEvents","Informational Ticket","","0.9","False","Ticket labeled as ITSD internal test chat indicates an informational/process event, not a user-facing incident.","['ITSD', 'Internal Ticket', 'Test Chat', 'Informational']","Unknown","Internal test/informational ticket; no operational issue reported."
"INC47978135","ProcessInformational","OperationalEvents","Abandoned Calls","","0.9","False","""Abandoned Live Chat"" clearly matches Operational Events > Abandoned Calls, regardless of mentioned app.","['Cisco Secure Client', 'Abandoned', 'Live Chat']","User_Error","User left or disconnected from the live chat session before completion."
"INC47978223","UserAccessAuthentication","IdentityAccess","Password Reset","","0.95","False","Request to change/reset MS Windows domain password maps to Identity & Access > Password Reset.","['Password Reset', 'MS Domain', 'Windows', 'Active Directory', 'Change/Reset']","User_Error","User unable to authenticate due to forgotten/expired Windows domain password and requested reset."
"INC47978217","UserAccessAuthentication","IdentityAccess","Password Reset","","0.95","False","Request to change/reset MS Windows domain password maps to Identity & Access > Password Reset.","['Password Reset', 'MS Domain', 'Windows', 'Active Directory', 'Change/Reset']","User_Error","User unable to authenticate due to forgotten/expired Windows domain password and requested reset."
"INC47978216","EndUserSupport","SupportRequests","Service Requests","","0.85","False","This is a general request to install/uninstall via AppStore, not an error or failure; fits Support Requests > Service Requests.","['AppStore', 'Install', 'Uninstall', 'Request']","Unknown","User requested software install/uninstall; no incident symptoms provided."
"INC47978287","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","","0.9","False","Microsoft Authenticator not receiving push/SMS codes is an MFA issue under Identity & Access.","['Microsoft Authenticator', 'SMS', 'Notifications', 'MFA', 'Push']","Configuration","Likely phone notification permissions or battery optimization blocking Authenticator push/SMS delivery."
"INC47978317","PerformanceOptimization","SystemPerformance","Thermal/Throttling","","0.85","False","Symptoms of loud fans and system running hot align with System Performance > Thermal/Throttling.","['CPU Fan', 'Loud', 'Running Constantly', 'Runs Hot', 'Thermal']","Capacity","High CPU load or inadequate cooling causing thermal conditions and aggressive fan behavior."
"INC47978080","EndpointManagement","Security_Baselines","Device Control","","0.85","False","Mac shows recovery screen locked by admin, indicative of MDM/enterprise device control policy enforcement.","['Mac Authentication', 'Recovery Screen', 'Locked by System Admin', 'MDM']","Configuration","MDM/security policy enforced firmware/recovery lock requiring admin credentials to proceed."
"INC47978282","EndpointManagement","Security_Baselines","Disk Encryption","","0.95","False","BitLocker recovery key prompt directly maps to Security Baselines > Disk Encryption.","['BitLocker', 'Recovery Key', 'Startup', 'TPM', 'UEFI']","Change_Related","TPM/UEFI state change or recent OS/firmware update triggered BitLocker to require recovery key at boot."
"INC47978433","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states no Help Desk support needed and self-resolved; aligns with ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support', 'informational']","User_Error","User identified and corrected their own issue without assistance."
"INC47978419","EndpointManagement","Security_Baselines","Disk Encryption","","0.9","False","BitLocker prompt relates to disk encryption behavior; fits EndpointManagement > Security_Baselines > Disk Encryption.","['BitLocker', 'recovery key', 'startup']","Configuration","BitLocker required recovery key due to TPM/boot configuration or Group Policy change."
"INC47978394","EndUserSupport","SupportRequests","How-To/Config Questions","","0.9","False","User asks how to reactivate an MS domain ID; matches EndUserSupport > SupportRequests > How-To/Config Questions.","['Windows', 'How To', 'reactivate', 'domain ID']","User_Error","User requires guidance on reactivating domain account."
"INC47978535","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket indicates self-resolved; matches ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no support needed']","User_Error","User corrected the issue independently."
"INC47978515","UserAccessAuthentication","IdentityAccess","Windows Hello","","0.95","False","Windows Hello credential verification problem aligns with UserAccessAuthentication > IdentityAccess > Windows Hello.","['Windows Hello', 'credentials', 'could not be verified']","Security","Windows Hello authentication failed due to credential/TPM mismatch or sync issue."
"INC47978605","ProcessInformational","OperationalEvents","Abandoned Calls","","0.8","False","Abandoned Live Chat is an operational event; closest product is Abandoned Calls under OperationalEvents.","['abandoned', 'live chat']","User_Error","User left or ended the chat before assistance was completed."
"INC47978538","Network","VPN_RemoteAccess","Cisco Secure","Cisco","0.95","False","Issue explicitly mentions Cisco Secure Client with certificate errors; fits Network > VPN_RemoteAccess > Cisco Secure.","['certificate errors', 'Cisco Secure Client', 'Windows', 'wireless']","Security","Invalid or expired certificate in Cisco Secure Client causing VPN authentication failure."
"INC47978655","EndpointManagement","Security_Baselines","Other","Ivanti","0.8","False","Ivanti Application Control blocking elevation is a security baseline/policy issue; mapped to EndpointManagement > Security_Baselines > Other.","['Ivanti Application Control', 'elevated rights', 'unable to run']","Configuration","Ivanti Application Control policy denies elevation for the application."
"INC47978423","ProcessInformational","OperationalEvents","Documentation Request","","0.95","False","Informational ticket explicitly for documentation only; matches ProcessInformational > OperationalEvents > Documentation Request.","['informational', 'documentation only']","Unknown","Documentation-only ticket; no technical issue indicated."
"INC47978687","WebApplications","Performance_Outage","Slow Response","","0.75","False","‘Loading Issues’ for EnterpriseNow suggests slow loading; aligns with WebApplications > Performance_Outage > Slow Response.","['EnterpriseNow', 'loading issues', 'slow']","Capacity","Application slow loading likely due to performance bottleneck or high load."
"INC47978716","Network","VPN_RemoteAccess","Cisco Secure","Cisco","0.8","False","User cannot connect to VPN; mention of Cisco indicates Cisco Secure VPN client. Fits Network > VPN_RemoteAccess > Cisco Secure.","['VPN', 'Cisco', 'Windows', 'cannot connect']","Infrastructure","Cisco Secure VPN tunnel failing due to underlying network connectivity issues."
"INC47978476","EndpointManagement","Enrollment_Compliance","Policy Enforcement","Ivanti","0.75","False","Access to MSBUILD.EXE controlled by Ivanti Application Control suggests a policy enforcement issue. Fits EndpointManagement > Enrollment_Compliance > Policy Enforcement.","['Ivanti', 'Application Control', 'MSBUILD.EXE', 'access']","Configuration","Ivanti Application Control policy blocking MSBUILD.EXE execution."
"INC47978761","EndUserSupport","SupportRequests","Service Requests","","0.8","False","Generic request for help desk support aligns with service request under EndUserSupport.","['help desk', 'support', 'request']","Unknown","User requires general assistance; no specific technical issue provided."
"INC47978762","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","Microsoft","0.95","False","Registering Microsoft Authenticator or SMS for MFA clearly maps to identity access MFA issues.","['Microsoft Authenticator', 'SMS', 'MFA', 'register']","Security","MFA method not enrolled; user needs to register Microsoft Authenticator or SMS."
"INC47978689","EndUserSupport","SupportRequests","Application Usage Questions","","0.7","False","Insomnia general information and troubleshooting suggests user guidance on application usage.","['Insomnia', 'information', 'troubleshooting']","User_Error","User needs guidance on using Insomnia REST client features."
"INC47978865","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket explicitly states no help desk support needed and self-resolved.","['self-resolved', 'no help desk']","Unknown","Issue resolved by user without assistance."
"INC47978791","Hardware","PeripheralMalfunction","Monitor","","0.9","False","External monitor not turning on matches hardware peripheral malfunction for a monitor.","['hardware', 'external monitor', 'not coming on']","Infrastructure","Monitor power/cable or connection issue preventing display output."
"INC47978744","UserAccessAuthentication","IdentityAccess","Password Reset","Microsoft","0.95","False","Change/reset MS Domain Password is a password reset under identity access.","['MS Domain', 'password reset', 'Windows']","User_Error","User forgot or needs to change MS domain password."
"INC47978974","EndpointManagement","Patching_SoftwareDistribution","App Deployments","Adobe","0.8","False","Adobe Acrobat app missing indicates software deployment/installation issue on endpoint.","['Adobe Acrobat', 'app missing', 'installation']","Configuration","Adobe Acrobat not deployed/installed to the endpoint via software distribution."
"INC47979223","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states self-resolved; no help desk support needed.","['self-resolved', 'no help desk']","Unknown","Issue resolved by user without assistance."
"INC47979143","Network","ConnectivityIssues","Signal Strength","","0.6","False","""nPRL"" likely refers to mobile network PRL/roaming; ""keeps saying 000"" suggests no signal/indicator, fitting a connectivity signal strength issue.","['nPRL', '000', 'mobile', 'signal']","Third_Party","Cellular carrier PRL/roaming configuration issue leading to no signal (displaying 000)."
"INC47979018","Network","VPN_RemoteAccess","Cisco Secure","Cisco","0.78","False","Explicitly mentions VPN and Cisco on Windows with Comcast wired; aligns to VPN remote access using Cisco client.","['VPN', 'Cisco', 'Windows', 'Comcast', 'Wired']","Infrastructure","Comcast wired ISP connectivity likely degraded/outage, preventing internet access and VPN connection."
"INC47978672","UserAccessAuthentication","IdentityAccess","Other","","0.7","False","""Unable to Login"" indicates an authentication/access issue; specific cause (lockout/MFA/credentials) not given.","['Imaging', 'PHS', 'Unable to Login']","Security","Authentication failure to Imaging (PHS) application (e.g., account lockout or incorrect credentials)."
"INC47978267","ProcessInformational","OperationalEvents","Informational Ticket","","0.7","False","Ticket states difficulty identifying an AppStore issue, appears informational/administrative rather than a technical incident.","['AppStore', 'Unable to find issue']","User_Error","User could not locate the correct issue category for AppStore; informational submission."
"INC47979325","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly states no help desk support needed and self-resolved.","['self-resolved']","Unknown","Issue resolved by user; no details provided."
