in_id,assignment,first_assignment_group,brief_description,opened_at,closed_at,action,resolution,update_action_ess,uh_ess_errormsg,update_action,comments,uh_monitoring_notes,ai_l1,ai_l2,ai_l3,vendor,ai_confidence,ai_self_resolved,ai_rationale,ai_keywords,ai_root_cause_indicator,ai_root_cause
INC47979502,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:32:17,2026-01-23 06:32:18,genesys error while on call,Closed by Caller,genesys error while on call,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.98,True,"Explicitly marked 'self-resolved', which maps to OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",Unknown,Issue self-resolved; no causation details provided.
INC47979507,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:32:40,2026-01-23 06:32:42,genesys error while on call,Closed by Caller,genesys error while on call,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.98,True,Ticket indicates no support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",Unknown,Issue self-resolved; cause not specified.
INC47979508,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:32:57,2026-01-23 06:32:58,genesys error while on call,Closed by Caller,genesys error while on call,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.98,True,Ticket indicates no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",Unknown,Issue self-resolved; cause not specified.
INC47979514,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:33:27,2026-01-23 06:33:28,genesys error while on call,Closed by Caller,genesys error while on call,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.98,True,Explicitly stated as self-resolved.,"['self-resolved', 'No Help Desk support needed']",Unknown,Issue self-resolved; cause not specified.
INC47979521,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 06:34:10,2026-01-23 06:34:11,genesys error while on call,Closed by Caller,genesys error while on call,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.98,True,Explicitly stated as self-resolved; no support needed.,"['self-resolved', 'No Help Desk support needed']",Unknown,Issue self-resolved; cause not specified.
INC47977967,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Report Discrepancy in Lighthouse Desktop Activity Monitor (DAM),2026-01-23 02:55:49,2026-01-23 03:12:33,my utility dam time is not showing.,"An incident was created for the DAM utilization issue, and the support team will contact the caller for further assistance.",my utility dam time is not showing.,Error: my utility dam time is not showing.,"01/23/2026 03:12:33 - KILLADI JYOTHIRMAYEE (Work notes)
Call Summarization from IM:
^UUID: 00LPC0NVOKCDJ4F90BRHO2LAES079L19^
Summary:
- Product/Features/Services: DAM utilization reporting in Genesys
- Issue/Issues: Utilization time not updating, stuck at 29%
- Troubleshooting: 
  - verified with last 4 digits SSN and Machine's serial number Last four characters via USP
  - Connected to the caller's laptop using Bomgar
  - Checked the DAM utilization error on the caller's screen
  - Suggested logging into the Lighthouse application for reporting discrepancies
  - Assisted caller in resetting their MSID password
  - Instructed caller to create a new ticket in Lighthouse with the issue details
  - Advised on attaching a screenshot of the error
- Resolution: An incident was created for the DAM utilization issue, and the support team will contact the caller for further assistance.

01/23/2026 03:11:47 - KILLADI JYOTHIRMAYEE (Work notes)

Knowledge article KB0130973: 
Report Discrepancy in Lighthouse Desktop Activity Monitor (DAM)

01/23/2026 02:55:49 - KILLADI JYOTHIRMAYEE (Additional comments)
my utility dam time is not showing.

01/23/2026 02:55:49 - KILLADI JYOTHIRMAYEE (Work notes)
Incident created from Interaction IMS1408426","It captures protected information like employee name, code, official email etc. A part from this Lighthouse is a repository for detailed information about the associate and business linkage (Department, Segment, Process etc.). This internal application operates within the intranet network and is equipped with an API integrated into our API Manager. We employ the Stargate channel to communicate with clients, utilizing oAuth authentication for security.",,DataStorage,DataIntegrity,Other,,0.78,False,'Report discrepancy' in a reporting/monitoring tool (Lighthouse DAM) suggests data integrity/consistency issues.,"['Report Discrepancy', 'Lighthouse', 'Desktop Activity Monitor']",Data_Issue,Data inconsistency or out-of-sync records causing discrepancies in Lighthouse DAM reports.
INC47977999,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Microsoft Outlook - Setup Microsoft Outlook,2026-01-23 03:02:38,2026-01-23 03:17:34,I'm not able to log in my e-mail,First Time Outlook Setup and Test MS password via HelpMe(helpme.optum.com),I'm not able to log in my e-mail,Setup Microsoft Outlook,"01/23/2026 03:23:02 - GANESH DAYALAN (Additional comments)
Customer confirms resolution.

01/23/2026 03:16:14 - SANJAY DUBEY (Work notes)

Knowledge article KB0141743: 
Microsoft Outlook - Setup Microsoft Outlook

01/23/2026 03:15:51 - SANJAY DUBEY (Work notes)
Call Summarization from IM:
^UUID: 01HM5A7RBGCDJ0AR2FRHO2LAES079NDD^
Summary:
- Product/Features/Services: Outlook email login assistance
- Issue/Issues: Unable to log into Outlook email due to password issues
- Troubleshooting: 
  - Verified caller's identity and collected necessary information
  - Instructed caller to open the Bomgar application for remote assistance
  - Provided session key for Bomgar access
  - Guided caller through the password reset process using their mobile phone for verification
  - Instructed caller to enter their MSID password for Outlook access
  - Confirmed successful login and synchronization of Microsoft applications
- Resolution: The caller was able to log into their Outlook email using the MSID password, and the issue was resolved.

01/23/2026 03:13:10 - SANJAY DUBEY (Work notes)
Verified the user's last 4 digit of SSN and Machine Serial Number

01/23/2026 03:02:38 - SANJAY DUBEY (Additional comments)
I'm not able to log in my e-mail

01/23/2026 03:02:38 - SANJAY DUBEY (Work notes)
Incident created from Interaction IMS1408412",SaaS version of exchange (email) hosted by Microsoft,"FDI - Yes
VBF - Yes
Base - Yes

SiteScope monitoring is setup",EndUserSupport,SupportRequests,How-To/Config Questions,,0.86,False,'Setup Microsoft Outlook' indicates a request for assistance/configuration rather than an Outlook service fault.,"['Microsoft Outlook', 'Setup', 'Configuration']",User_Error,User requires assistance configuring Outlook (how-to/configuration request).
INC47978059,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Update UPN for Microsoft Office Access,2026-01-23 03:19:20,2026-01-23 03:24:13,wanted to check if my mail id is merged.,Guided to contact the manager for the same.,wanted to check if my mail id is merged,Update UPN for Microsoft Office Access,"01/23/2026 03:25:13 - ADARSH SHUKLA (Work notes)
^UUID: 02B0NT7UD8CDJB1TVVR1O2LAES07A4KN^
Summary:
- Product/Features/Services: Microsoft Access and UPN update
- Issue/Issues: Caller needs to verify if their email ID is bound to their employee ID and check Microsoft Access status
- Troubleshooting: 
  - Verified caller's identity using employee ID and last four digits of Social Security number and vendor name.
  - Checked the status of the email ID binding and found it was not completed
  - Confirmed that the caller does not have Microsoft Access
  - Identified the responsible person (Don M Sheffer) for resolving the issue
  - Advised the caller to contact their manager for assistance
- Resolution: The caller was informed that their email ID is not bound to their employee ID and they do not have Microsoft Access; they were advised to reach out to their manager for further assistance.

01/23/2026 03:23:07 - ADARSH SHUKLA (Work notes)

Knowledge article KB0104891: 
Update UPN for Microsoft Office Access

01/23/2026 03:19:20 - ADARSH SHUKLA (Additional comments)
wanted to check if my mail id is merged

01/23/2026 03:19:20 - ADARSH SHUKLA (Work notes)
Incident created from Interaction IMS1408446",Microsoft Office Professional Plus is a desktop installation suite.,,UserAccessAuthentication,DirectoryServices,User Provisioning,,0.75,False,"Updating a user's UPN is a directory attribute change to enable/align Microsoft Office access, which fits Directory Services > User Provisioning.","['UPN', 'Microsoft Office Access', 'Update', 'UserPrincipalName']",Configuration,UPN attribute requires update to correct/standard value to grant Microsoft Office access.
INC47978021,TSC HELP DESK - SPT,CLINICAL SUPPORT CENTER - DSK,Windows - Slow or No System Response in Windows,2026-01-23 03:09:40,2026-01-23 03:35:56,computer is also running slow,adjusted the system and battery performance,computer is also running slow,computer is also running slow,"01/23/2026 03:36:06 - JASON JULIANO (Work notes)
Call Summarization from IM:
^UUID: 00DL0C7V9KCDJ04JVRR1O2LAES079GK9^
Summary:
- Product/Features/Services: VPN connection issues with Cisco secure client
- Issue/Issues: Unable to connect to VPN, experiencing slowness in computer
- Troubleshooting: 
  - Verified the caller's account
  - Inquired about the Internet service provider and connection type
  - Attempted to remote into the caller's machine using Bomgar
  - Generated session key for remote access
  - Checked the status of the VPN connection and error messages
  - Deleted cache and temporary files to improve computer performance
  - Restarted the computer to apply changes
- Resolution: The VPN connection was successfully established, and the computer's performance was improved. The caller was advised to reach out for further assistance if issues arise again.

01/23/2026 03:35:56 - JASON JULIANO (Work notes)
IVR Authenticated
Remotely access user's computer 
adjusted the system and battery performance
did disk clean up
deleted temp files
ran sfc /scannow
Knowledge article KB0097472: 
Slow or No System Response in Windows

01/23/2026 03:09:40 - JASON JULIANO (Work notes)
Incident Caller Cloned from INC47978011",Windows 10 is the operating system for all workstations in the UHG environment,,PerformanceOptimization,SystemPerformance,Freezing/Locking,,0.9,False,"""Slow or No System Response"" in Windows maps to a system performance freeze/lock condition under SystemPerformance.","['Windows', 'Slow', 'No System Response', 'System Performance']",Capacity,High CPU/memory utilization or background processes causing the system to become slow/unresponsive.
INC47978099,TSC HELP DESK - SPT,CLINICAL SUPPORT CENTER - DSK,"Windows -Unable to login, computer is locked due to inactivity",2026-01-23 03:27:19,2026-01-23 03:42:06,"I want to unlock my device, I am getting a message that the device is locked due to inactivity",Contact support through Teams and obtained whitescreen unlock code,"I want to unlock my device, I am getting a message that the device is locked due to inactivity",computer is locked due to inactivity,"01/23/2026 03:42:15 - JOHN NOEL ZABALA (Work notes)
Call Summarization from IM:
^UUID: 025CVAKOO4CE11PB3NFKI2LAES075AI5^
Summary:
- Product/Features/Services: Device unlocking for HP Elitebook
- Issue/Issues: Device locked due to inactivity
- Troubleshooting: 
  - Verified caller's identity and credentials
  - Requested asset tag number of the computer
  - Checked the status of the computer in the system
  - Requested a code from the back end to unlock the device
  - Provided the unlock passcode to the caller
  - Advised the caller to restart the computer after logging in
- Resolution: The caller successfully logged back in using the provided passcode and was advised to restart the computer to ensure it remains unlocked.

01/23/2026 03:42:00 - JOHN NOEL ZABALA (Work notes)
- Last 4 of SSN verified through USP
- user is unable to login to his computer, user is getting a message: computer is locked due to inactivity
- check PC Object Status (Active Directory): LHTU05CG4481F3D	ENABLED	01/14/2026	04/17/2025	01/14/2026

- check user's status - Active
- check on Secure:  Employment Status: Active
- contact the support  and obtained the white screen unlock code
- user was able to login




01/23/2026 03:39:20 - JOHN NOEL ZABALA (Work notes)

Knowledge article KB0151259: 
Windows - White Screen at Windows Login: This Computer has Been Locked. Please Contact the Technology Support Center at 1-888-848-3375

01/23/2026 03:27:19 - JOHN NOEL ZABALA (Additional comments)
I want to unlock my device, I am getting a message that the device is locked due to inactivity

01/23/2026 03:27:19 - JOHN NOEL ZABALA (Work notes)
Incident created from Interaction IMS1408465","Computrace provides foundational support for all activities related to Governance, Risk Management, and Compliance (GRC) for the endpoint.- Data security and protection- Theft & criminal investigations- Security incident response & remediation- Computer forensics- Compliance reports & certificates",,UserAccessAuthentication,IdentityAccess,Password Reset,,0.7,False,"Unable to log in after the computer auto-locks suggests password-related access issues, fitting IdentityAccess > Password Reset.","['Unable to login', 'Locked due to inactivity', 'Windows']",User_Error,User forgot or mistyped password after system auto-lock.
INC47978121,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Visual studio code - ERROR: socket hang up,2026-01-23 03:32:54,2026-01-23 03:51:19,in my system actually I'm reaching from proxy related issue.,,in my system actually I'm teaching from proxy related issue.,,"01/23/2026 03:32:54 - ELEAZAR TINGSON (Additional comments)
in my system actually I'm teaching from proxy related issue.


01/23/2026 03:32:54 - ELEAZAR TINGSON (Work notes)
Incident created from Interaction IMS1408474",,,Software,ApplicationErrors,Error,,0.85,False,"Visual Studio Code reporting ""ERROR: socket hang up"" is an application error, aligning with Software > ApplicationErrors > Error.","['Visual Studio Code', 'ERROR', 'socket hang up']",Infrastructure,Network connection reset/drop leading to a socket hang up during VS Code operations or extension API calls.
INC47978187,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Microsoft Outlook - Unable to Open Desktop Application,2026-01-23 03:44:19,2026-01-23 03:55:17,"So I am unable to open my Outlook. So it is showing the message to restart and I have tried that so many times over the morning, but unable to, uh, open that and they're asking me to reinstall. Uh, so yeah, this is the issue which I'm facing. I'm unable to do that as well.",Re-opened MS Outlook desktop application.,"So I am unable to open my Outlook. So it is showing the message to restart and I have tried that so many times over the morning, but unable to, uh, open that and they're asking me to reinstall. Uh, so yeah, this is the issue which I'm facing. I'm unable to do that as well.",unable to open,"01/23/2026 03:59:52 - M  MANASA - (Additional comments)
Customer confirms resolution.

01/23/2026 03:55:33 - ALLAN ANGELO OCUBILLO (Work notes)
Call Summarization from IM:
^UUID: 01HM5A7RBGCDJ0AR2FRHO2LAES079NEU^
Summary:
- Product/Features/Services: Outlook application and password reset service
- Issue/Issues: Unable to open Outlook and reset password on mobile
- Troubleshooting: 
  - Verified caller's last 4 digits of SSN and last 4 digits machine name via USP and collected necessary information
  - Asked the caller to open Bomgar helpdesk for remote assistance
  - Connected to the caller's laptop and attempted to open Outlook
  - Confirmed Outlook opened successfully on the laptop
  - Assisted caller with mobile Outlook login issues
  - Guided the caller to reset their password through helpme.optum.com
  - Provided instructions for setting a new MSID password
- Resolution: The issue with Outlook on the laptop was resolved, and the caller was guided on how to reset their password for mobile access. Two tickets were created for the issues, pending closure.

01/23/2026 03:47:22 - ALLAN ANGELO OCUBILLO (Work notes)

Knowledge article KB0104691: 
Unable to Open Microsoft Outlook Desktop Application

01/23/2026 03:44:19 - ALLAN ANGELO OCUBILLO (Additional comments)
So I am unable to open my Outlook. So it is showing the message to restart and I have tried that so many times over the morning, but unable to, uh, open that and they're asking me to reinstall. Uh, so yeah, this is the issue which I'm facing. I'm unable to do that as well.

01/23/2026 03:44:19 - ALLAN ANGELO OCUBILLO (Work notes)
Incident created from Interaction IMS1408435",SaaS version of exchange (email) hosted by Microsoft,"FDI - Yes
VBF - Yes
Base - Yes

SiteScope monitoring is setup",EmailCollaboration,Email,Outlook/Exchange,,0.9,False,Outlook desktop application failing to open aligns with EmailCollaboration > Email > Outlook/Exchange.,"['Microsoft Outlook', 'Unable to Open', 'Desktop Application']",Software_Bug,Outlook profile corruption or problematic add-in preventing application launch.
INC47978242,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Unlock MS Domain Password,2026-01-23 03:52:39,2026-01-23 03:57:29,My ms id got locked.,,My ms id got locked.,unable to login account showing account locked,"01/23/2026 03:57:59 - PINKI - (Work notes)
Call Summarization from IM:
^UUID: 01QQELNTNGCDJFTPTFOHO2LAES07HQR2^
Summary:
- Product/Features/Services: MSID account access and reset assistance
- Issue/Issues: Caller’s MSID got relocked and needed assistance to reset it
- Troubleshooting: 
-Verified users' last 4 digits of ssn and Vendor name
  - Confirmed that the MSID was not showing as blocked in secure.
  - Advised the caller to try logging in again
  - Informed the caller about the self-help portal helpme.optum.com for future issues
  - Checked and confirmed the account was active on the portal
- Resolution: The caller was able to log in successfully, and the agent provided guidance for future access issues. A

01/23/2026 03:56:22 - PINKI - (Work notes)

Knowledge article KB0106877: 
Unlock MS Domain Password

01/23/2026 03:52:39 - PINKI - (Additional comments)
My ms id got locked.

01/23/2026 03:52:39 - PINKI - (Work notes)
Incident created from Interaction IMS1408485",,,UserAccessAuthentication,IdentityAccess,Account Lockout,,0.95,False,"""Unlock MS Domain Password"" implies a domain account locked and needing unlock, which maps to IdentityAccess > Account Lockout.","['Unlock', 'MS Domain', 'Password', 'Account']",Security,Account locked due to multiple failed login attempts or enforced security policy.
INC47978279,TSC HELP DESK - SPT,TSC HELP DESK - SPT,Testing EVA live chat,2026-01-23 03:58:10,2026-01-23 04:05:33,VPN is not working,Unneeded ticket,VPN is not working,,"01/23/2026 04:05:33 - KHRISTINE TARIL (Work notes)
Testing EVA live chat
Unneeded ticket",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,ProcessInformational,OperationalEvents,Informational Ticket,,0.8,False,"""Testing EVA live chat"" indicates a non-incident, informational/test activity, which fits OperationalEvents > Informational Ticket.","['Testing', 'EVA', 'Live Chat']",Unknown,User initiated test; no failure indicated.
INC47978346,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Report Discrepancy in Lighthouse Desktop Activity Monitor (DAM),2026-01-23 04:07:25,2026-01-23 04:13:24,"Actually my LS is not working properly although I'm sitting whole day and since I'm walking in system working on the charts, my utilization reflects you know it's just very low percentage, it's only shows 65% every time.",Advised user to Create a ticket for the Lighthouse Help Desk,"Actually my LS is not working properly although I'm sitting whole day and since I'm walking in system working on the charts, my utilization reflects you know it's just very low percentage, it's only shows 65% every time.",report discrepancy,"01/23/2026 04:13:24 - ALLAN ANGELO OCUBILLO (Work notes)
Call Summarization from IM:
^UUID: 01156E7QBOCDJF4U0RRHO2LAES079LCN^
Summary:
- Product/Features/Services: Desktop Activity Monitor application connected to Lighthouse
- Issue/Issues: Low utilization percentage showing only 65% despite continuous work
- Troubleshooting: 
  - Verified caller's last 4 digits of SSN and last 4 digits machine name via USP
  - Confirmed the application in question is the Desktop Activity Monitor connected to Lighthouse
  - Inquired about the duration of the issue, which has been ongoing for two months
  - Asked if the caller is working from home or in the office
  - Placed the call on hold to investigate further
  - User disconnected the call, reach out to user through phone number.
- Resolution: The agent will check the issue and get back to the caller after a brief hold.

^UUID: 02B0NT7UD8CDJB1TVVR1O2LAES07A4MD^
Summary:
- Product/Features/Services: Lighthouse report discrepancy and desktop activity monitor
- Issue/Issues: Report discrepancy showing only 65% utilization despite active use
- Troubleshooting: 
  - Confirmed the issue with the caller regarding report data mismatch
  - Informed the caller that the issue is handled by the Lighthouse Help Desk
  - Provided instructions and a link to submit a ticket to the Lighthouse Help Desk portal
  - Created an incident ticket on the agent's end and tagged it for pending closure
- Resolution: Advised the caller to submit a ticket to the Lighthouse Help Desk for further investigation into the report discrepancy.

01/23/2026 04:09:10 - ALLAN ANGELO OCUBILLO (Work notes)

Knowledge article KB0130973: 
Report Discrepancy in Lighthouse Desktop Activity Monitor (DAM)

01/23/2026 04:07:25 - ALLAN ANGELO OCUBILLO (Additional comments)
Actually my LS is not working properly although I'm sitting whole day and since I'm walking in system working on the charts, my utilization reflects you know it's just very low percentage, it's only shows 65% every time.

01/23/2026 04:07:25 - ALLAN ANGELO OCUBILLO (Work notes)
Incident created from Interaction IMS1408487","It captures protected information like employee name, code, official email etc. A part from this Lighthouse is a repository for detailed information about the associate and business linkage (Department, Segment, Process etc.). This internal application operates within the intranet network and is equipped with an API integrated into our API Manager. We employ the Stargate channel to communicate with clients, utilizing oAuth authentication for security.",,DataStorage,DataIntegrity,ETL Transform Problems,,0.75,False,"A report discrepancy in the Lighthouse DAM suggests data transformation/aggregation mismatch, mapping to DataIntegrity > ETL Transform Problems.","['Lighthouse', 'Desktop Activity Monitor', 'DAM', 'Report Discrepancy']",Data_Issue,Incorrect ETL mapping or aggregation causing inconsistent report output in DAM.
INC47978349,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Lighthouse Desktop Activity Monitor (DAM) App Not Installed,2026-01-23 04:07:53,2026-01-23 04:16:54,I am unable to find DAM application in my laptop.,- Request application installation via AppStore and Guided user SLA,I am unable to find DAM application in my laptop.,DAM Application missing,"01/23/2026 04:16:28 - VANYA - (Work notes)

Knowledge article KB0130965: 
Lighthouse Desktop Activity Monitor (DAM) App Not Installed

01/23/2026 04:16:27 - VANYA - (Work notes)
Call Summarization from IM:
^UUID: 00VLNJNVF4CDJF1403RHO2LAES079EVE^
Summary:
- Product/Features/Services: DAM application installation on laptop
- Issue/Issues: Unable to locate the DAM application on the system

- Troubleshooting: 
* Social Security Number or National Identity- Verified Last 4 digits of the social security number
* Laptop Serial Number or Machine Serial Number- Verified Last 4 digits of the laptop serial number
  - Verified user identity and system details
  - Assisted user in launching Bomgar application
  - Provided session key for remote access
  - Confirmed the presence of VAT application on the laptop
  - Raised a request for the installation of DAM application version 6.1
  - Informed user about the installation timeline of 2 business days

- Resolution: A ticket was created for the DAM application installation, and the user was informed to wait for it to install automatically within two business days.

01/23/2026 04:07:53 - VANYA - (Additional comments)
I am unable to find DAM application in my laptop. 

01/23/2026 04:07:53 - VANYA - (Work notes)
Incident created from Interaction IMS1408503","The AppStore will reduce total deployment management costs by enabling a self-service delivery model for desktop applications via web based portal design that automates the application approval, procurement, and ISRM delivery workflow.",,EndpointManagement,Patching_SoftwareDistribution,App Deployments,,0.9,False,"App not installed is an endpoint software distribution issue, fitting Patching_SoftwareDistribution > App Deployments.","['Lighthouse DAM', 'App Not Installed', 'Deployment', 'Installation']",Configuration,"Device not targeted or installation policy failed in endpoint management (e.g., Intune/SCCM)."
INC47978390,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Update UPN for Microsoft Office Access,2026-01-23 04:14:09,2026-01-23 04:18:07,unable to login to vdi as it shows username is incorrect.,Advised the user to have their UPN and O365 access updated by their manager to successfully log into VDI.,unable to login to vdi as it shows username is incorrect.,UPN needs to updated and 0365 access missing,"01/23/2026 04:16:16 - G SRIKANTH (Work notes)
^UUID: 00DTE77R5OCDJ4LO13RHO2LAES079LBO^
Summary:
- Product/Features/Services: VDI login and O365 access
- Issue/Issues: User unable to log into VDI due to incorrect username and missing O365 access
- Troubleshooting: 
 verified with last Four digits SSN and vendor company name via USP
  - Identified that the user's UPN needs to be updated
  - Informed the user to contact their manager for UPN update
  - Noted that the user is missing O365 global group access
- Resolution: Advised the user to have their UPN and O365 access updated by their manager to successfully log into VDI.

01/23/2026 04:15:25 - G SRIKANTH (Work notes)

Knowledge article KB0104891: 
Update UPN for Microsoft Office Access

01/23/2026 04:14:09 - G SRIKANTH (Additional comments)
unable to login to vdi as it shows username is incorrect.

01/23/2026 04:14:09 - G SRIKANTH (Work notes)
Incident created from Interaction IMS1408530","Desktop Application Software Suite includes Outlook, Word, Excel, Powerpoint, Access, Publisher and OneNote. Connection to Microsoft Azure hosted services",,UserAccessAuthentication,DirectoryServices,User Provisioning,,0.75,False,Same as INC47978059: updating UPN is a directory attribute/user provisioning task for Microsoft Office access.,"['UPN', 'Microsoft Office Access', 'Update', 'UserPrincipalName']",Configuration,UPN attribute requires update to correct/standard value to grant Microsoft Office access.
INC47978070,OGS_IT_ServiceDesk Self-Service,OGS_IT_SERVICEDESK SELF-SERVICE,Enable Facilitator in Microsoft Teams,2026-01-23 03:20:30,2026-01-23 04:19:30,Facilitator option is not coming in Teams meetings. Need to verify Co-pilot installation,Advised user to Raise request via appstore for M365 Copilot License needed,Facilitator option is not coming in Teams meetings. Need to verify Co-pilot installation,Facilitator option disabled on MS Teams,"01/23/2026 04:19:30 - CHRISTIAN ASINGJO (Work notes)
Contacted user thru Teams chat.
Advised user to Raise request via appstore for M365 Copilot License needed
user confirmed the ticket closure

01/23/2026 04:19:30 - CHRISTIAN ASINGJO (Additional comments)
__________________________________________________________________________

**Please DO NOT reply to this email, responses will not be received**
See the information below on how to update your Incident Record
___________________________________________________________________________

Hello MADHANKUMAR ,

We appreciate your contact to IT ServiceDesk. We are putting the ticket (INC47978070- Facilitator option is not coming in Teams meetings. Need to verify Co-pilot installation) on Pending Closure status and will remain on the same state for next 5 business days since you acknowledged that the issue is now resolved.

Please confirm resolution by Closing the incident in the email and we would love to hear your favorable feedback by answering the CSAT survey afterwards.

For reopen, how-to guides, and DIY guides may all be available at The Help Centre (http://helpdesk.uhg.com).

Thanks,
IT Service Desk

01/23/2026 04:03:28 - CHRISTIAN ASINGJO (Work notes)

Knowledge article KB0153898: 
Enable Facilitator in Microsoft Teams",This is the paid per user licensed capability of Copilot for Microsoft 365,"mwils26  06/05/25
VBF - Zabbix APM
FDI - Zabbix  APM
Base - This service doesn't have any servers listed in OneView 

mwils26 11/04/24 
A Priority Change: New Monitoring Instrumentation task is open for this application.  
RITM5577439",EndUserSupport,SupportRequests,Feature Requests,,0.75,False,Request to enable a specific role/feature (Facilitator) within Microsoft Teams indicates a user service/feature enablement need rather than a technical failure.,"['Enable Facilitator', 'Microsoft Teams', 'enable feature', 'permissions']",Configuration,Teams role/permission (Facilitator) not currently enabled; requires configuration update/permission change.
INC47978387,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Fieldglass - Unable to find issue for Fieldglass,2026-01-23 04:13:28,2026-01-23 04:35:15,"I'm facing an weird issue with my field glass,I want to unlock my username and password.",Helped with contact email for fieldglass,"I'm facing an weird issue with my field glass,I want to unlock my username and password.","The username or password is incorrect. In order to recover a username or reset a password, the Digital Assistant can help","01/23/2026 06:35:04 - PINKI - (Work notes)
^UUID: 02B0NT7UD8CDJB1TVVR1O2LAES07A53Q^
Summary:
- Product/Features/Services: Assistance with login to the field glass
- Issue/Issues: User is facing credential mismatch and locked username issues
- Troubleshooting: 
-Verified users' last 4 digits of ssn and Vendor name
  - Checked if the user had contacted the Field class team regarding the issue
  - Instructed the user to send an email with the error message to the provided email address
  - Advised the user to wait for a response from the Field class team
  - Suggested resending the email due to issues with the user's mailbox
  - Clarified the correct email address to use for sending the reset password link
- Resolution: User was advised to resend the email regarding the reset password link and to mention the issue with receiving emails from the Field class team.

01/23/2026 04:33:11 - V RAJ (Work notes)
Call Summarization from IM:
^UUID: 00LPC0NVOKCDJ4F90BRHO2LAES079L3U^
Summary:
- Product/Features/Services: Fieldglass account access and password reset
- Issue/Issues: User unable to unlock username and password for Fieldglass account
- Troubleshooting: 
  - Confirmed last 4 digits of SSN and vendor name
  - Inquired about previous attempts to resolve the issue
  - Suggested contacting Wipro support for password reset and account unlocking
  - Advised user to check with colleagues for correct credentials
  - Instructed user to open Bomgar for remote access
  - Provided session key for Bomgar access
  - Suggested clearing cookies and resetting the browser
  - Recommended sending an email to the contact labor program office for further assistance
- Resolution: User was advised to contact Wipro support for password reset and account unlocking, and to email the contact labor program office for assistance with their Fieldglass issues.

01/23/2026 04:22:49 - V RAJ (Work notes)

Knowledge article KB0152420: 
Contractor Login Issues in Fieldglass

01/23/2026 04:13:28 - V RAJ (Work notes)
Incident created from Interaction IMS1408531

01/23/2026 04:13:28 - V RAJ (Additional comments)
I'm facing an weird issue with my field glass,I want to unlock my username and password.",A vendor SAP Fieldglass used to procure and pay contract labor. This application is a Vendor Management Solution (VMS) with a full Intake/Fulfillment/Payment tool.,,EndUserSupport,SupportRequests,Application Usage Questions,,0.6,False,"User is unable to find/locate an issue related to Fieldglass, suggesting guidance on application usage rather than a specific technical fault.","['Fieldglass', 'Unable to find', 'issue', 'guidance']",User_Error,User needs assistance locating the relevant issue/ticket in Fieldglass; likely navigation/search usage question.
